Kategori,Pesan
ham,"Re: Halo David, perjalanan lain di kartu. Anda dapat menangkap saya di kantor pada Wed atau minggu depan di rumah. Vince ""Walkup, David C (Houstonas As 582)"" pada 04/03/2000 03: 43: 31 PM untuk: ""'Vince. J. Saat berada di Woodlands Rabu. Haruskah saya mampir ke rumah malam itu atau apakah kita perlu berkumpul besok atau Rabu pagi? David c. Konsultan Keuangan Walkup 713 - 658 - 1685 800 - 456 - 9712> - - - - - - - - - - - -> Dari: Vince. J . Kaminski @ Enron. com [SMTP: Vince. J . Kaminski @ Enron. com]> Dikirim: Senin, 03 April 2000 4: 35 sore> ke: dwalkup @ pclient. ml. com> Subjek: Re: Halo >>> David, >> Bisakah Anda mampir pada hari Rabu? >> Saya akan pergi selama beberapa hari setelah hari ini. >> vince >>>>> ""walkup, David C (Houstonas sebagai 582)"" pada> 04/03/2000> 01: 21: 45 PM >> ke: ""'Vincent Kaminski'""> CC:> Subjek: halo >>> halo, vince. >> Saya kira Anda masih banyak bepergian. Saya hanya ingin menyapa dan melihat> ketika kita bisa berkumpul dan melihat mendapatkan lebih banyak uang yang disetor> ke> CMA untuk investasi di masa depan. >> Kembalikan dengan saya saat Anda bisa. > David c. Walkup> Konsultan Keuangan> 713 - 658 - 1685> 800 - 456 - 9712> _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _> >>> >> Perhatian: surat elektronik yang dikirim melalui internet tidak aman dan dapat dicegat oleh a pihak ketiga . Untuk perlindungan Anda, hindari mengirim> informasi mengidentifikasi, seperti akun, jaminan sosial atau nomor kartu> ke> kami atau orang lain. Selanjutnya, jangan kirim waktu - sensitif, tindakan - berorientasi> pesan, seperti pesanan transaksi, instruksi transfer dana, atau periksa> berhenti pembayaran, karena itu adalah kebijakan kami untuk tidak menerima item tersebut electronicall >>>>> Perhatian: elektronik Surat yang dikirim melalui internet tidak aman dan dapat dicegat oleh pihak ketiga. Untuk perlindungan Anda, hindari mengirim informasi pengidentifikasian, seperti akun, jaminan sosial atau nomor kartu kepada kami atau orang lain. Selanjutnya, jangan mengirim pesan waktu - sensitif, tindakan - tindakan, seperti pesanan transaksi, instruksi transfer dana, atau memeriksa pembayaran berhenti, karena itu adalah kebijakan kami untuk tidak menerima barang -barang tersebut secara elektronik"
ham,"Jadwal dan Kalender Modul Musim Gugur Terbaru (Rev. C) - Ditempatkan di kotak surat Anda 4 - 5 - 01 Siswa, Fakultas, dan Staf, Hard Copy dari Jadwal dan Kalender Modul Musim Gugur 2001 Terbaru (Rev. C) ditempatkan di Anda Kotak surat pada hari Kamis. Harap tinjau dengan cermat kalender untuk perubahan yang dibuat. Saya juga telah memposting jadwal modul musim gugur 2001 terbaru dan kalender (rev. C) ke Embanet. Pengingat: Sekolah Pascasarjana Jones tidak selalu mengikuti kalender universitas pada istirahat yang dijadwalkan, ujian, dll. . . . Selalu merujuk ke informasi sekolah pascasarjana Jones mengenai istirahat, jadwal ujian, dll. . . . Terima kasih, Kathy Kathy m. Koordinator program MBA spradling Jesse h. Jones Graduate School of Management Rice University 6100 Main Street, MS 531 Houston, Texas 77005 - 1892 Telepon: (713) 348 - 3313 Faks: (713) 348 - 5251 Email: Spradlin @ Rice. edu http: / / www. beras . Edu / JGS E - Mail: Spradlin @ Rice. edu http: / / www. ruf. beras . edu / ~ jgs /"
ham,"Re: Houston Research Opportunity Tara: Terima kasih atas pembaruannya. Tampaknya Anjam sedikit bermain bola keras. Reaksi awal saya adalah tidak fleksibel karena ini merupakan penawaran yang baik, tetapi pada pemikiran kedua, bisakah Anda memberi saya gambaran tentang apa yang dimaksud dengan tugas 12 - bulan ketika Anda memiliki waktu sejenak? Kompensasi, manfaat, tanggung jawab, implikasi jalur karier, dll. terimakasih banyak ! Salam, hibah."
ham,"Re: [tidak ada subjek] Hai Vince, resume ini terlihat cukup bagus. Kami mungkin ingin berbicara dengannya di telepon. Namun, sekarang David Hoog telah menyewa orang -orang aktuaria sendiri (Alex Tartakowski dan Larry Markus) dari ACE, saya tidak yakin apakah mereka memerlukan dukungan di pihak aktuaria. Dengan Don Black (pasar risiko global) meninggalkan Enron, saya pikir upaya untuk mengembangkan produk listrik untuk pasar asuransi hampir tidak ada, kecuali untuk produk David Hoog. Resume masih terlihat menarik. Vasant - - - - - Pesan Asli - - - - - - Dari: Kaminski, Vince dikirim: Jumat, 13 April 2001 3: 56 PM ke: Shanbhogue, Subjek Vasant: [Tidak ada subjek] Vasant, tolong, lihat ini ERESUME. vince - - - - - - - - - - - - - - - - - - - - - - - - Dikeret oleh Vince J Kaminski / Hou / ECT pada 04/13 / 2001 09: 55 PM - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Cathy Lira @ Enron 03/26 / 2001 11: 12 PM ke: vkamins @ enron. com cc: subjek: [tidak ada subjek] - - - - - - - - - - - - - - - - - - - - - - - - diteruskan oleh Cathy Lira / Na / Enron pada 03/26 / 2001 04: 12 PM - - - - - - - - - - - - - - - - - ' _ Program @ Enron. Com CC: Subjek: [Tidak ada subjek] Sir / Nyonya yang terhormat, saya seorang siswa dalam program master di bidang keuangan matematika karena lulus pada bulan Agustus. Niat saya setelah lulus adalah untuk bekerja dalam kapasitas kuantitatif di pasar listrik dan untuk tujuan ini, saya memasukkan resume saya dengan harapan bahwa saya mungkin dipertimbangkan untuk posisi yang tersedia dalam manajemen risiko Anda atau kelompok produk terstruktur yang membutuhkan keterampilan matematika tersebut. Saya telah membahas email ini ke alamat program pascasarjana Anda tetapi saya tidak yakin apakah pencalonan saya akan berada di bawah payung yang dicakup oleh program rekanan Anda. Jika ini bukan masalahnya, ada bantuan dalam melihat bahwa resume saya menemukan tujuan yang benar akan sangat dihargai. Hormat saya, Ian McCracken * Dapatkan email online gratis dan aman di http: / / www. Ziplip. com / * - iancv. Doc>"
ham,"Re: Tindak lanjut dari Iris Mack Hi, terima kasih telah meluangkan waktu dari jadwal sibuk Anda untuk bersamaku pada tanggal 28 Desember - terutama selama musim liburan. Saya senang bertemu dengan beberapa klien internal kelompok penelitian. Berharap untuk dapat bekerja dengan Anda di masa depan. Salam, iris mack mendapatkan unduhan gratis Anda dari MSN Explorer di http: / / explorer. msn. com"
ham,"Re: LL Visa - Anshuman Shrivastava Vince: Rupanya Neil McGregor menjadi kesal ketika ia menerima email Margaret Daffin. Dia mengatakan, bagaimanapun, bahwa Anshuman hanya akan berada di Houston selama satu bulan, dan Anda telah menyebutkan enam bulan ketika kami berbicara sebelumnya. Itu benar -benar tidak membuat perbedaan karena dia perlu mendapatkan visa LL dalam keadaan mana pun, tetapi saya pikir Anda mungkin ingin melihat emailnya. Molly - - - - - - - - - - - - - - - - - - - - - - - - diteruskan oleh Molly Magee / Hou / ect pada 01 /24 /2001 10: 09 AM - - - - - - - - - - - - - - - - - - - - - - - - - - - ' Molly: Per percakapan kita hari ini. Tolong beri tahu saya statusnya sehingga saya dapat melanjutkan proses visa. Terima kasih Margaret - - - - - - - - - - - - - - - - - - - - - - - - diteruskan oleh Margaret Daffin / Hou / ect pada 01 /24 /2001 09: 56 AM - - - - - - - - - - - - - - - - - - - - - - - - - - - ' _ pengembangan @ enron _ Subjek pengembangan: Re: ll visa - Anshuman shrivastava Anshuman tidak bergerak atau berimigrasi ke AS. Kami mengizinkannya bekerja untuk tugas lonth di AS dengan Enron. Harap lakukan persetujuan dan visa yang diperlukan atas dasar ini. CEO Neil McGregor Dabhol Power Margaret Daffin @ ECT 01 /23 /2001 10: 31 PM ke: Anshuman. Srivastav @ Enron. com cc: molly magee / hou / ect @ ect, vince j kaminski / hou / ect @ ect, Jane allen / hou / ect @ ect, timothy callahan / na / enron @ enron, ranendra sengupta / enron _ pengembangan @ enron _ pengembangan _ , Wade Cline / Enron _ Development @ Enron _ Development, Neil McGregor / Enron _ Development @ Enron _ Development @ ect, Harsimran Subjek: ll Visa - Anshuman Shrivastava Anshuman: Saya telah diminta untuk menghubungi Anda mengenai kemungkinan pindah ke Houston, Texas . Agar saya dapat memulai proses memberi Anda visa imigrasi LL, saya akan membutuhkan Anda untuk mengisi kuesioner visa terlampir dan mengembalikannya kepada saya dengan salinan dokumen berikut: salinan semua halaman paspor Anda, bahkan jika kosong Salinan dari semua visa AS sebelumnya mengeluarkan resume yang diperbarui, menunjukkan salinan berbulan -bulan dan bertahun -tahun dari semua diploma dan transkrip yang diterima jika Anda memiliki anggota keluarga yang bergantung pada negara bagian bersama Anda, salinan paspor mereka, silakan kirim ke perhatian saya, melalui FedEx ke: Enron corp. 3 Allen Center, 3 AC 2026 A 333 Clay Street Houston, TX 77002 Hubungi saya dengan pertanyaan yang mungkin Anda miliki di 713 - 345 - 5083."
ham,"Re: Berbagai biaya data pasar untuk kelompok penelitian untuk Februari 2001 Julie: Saya berbicara dengan Maureen dan Tanya dan tidak ada yang menginginkan layanan ini dan belum menggunakannya. Maureen mengatakan kepada saya bahwa dia memberi tahu Anda setahun yang lalu bahwa dia tidak ingin telerate (ketika dia mendukung kelompok Gary Hickerson pada 30). Jika itu masalahnya, kita mungkin perlu pengembalian uang. Beri tahu saya jika ada sesuatu yang bisa dilakukan tentang ini. Satu -satunya orang dalam kelompok kami yang ingin Telerate adalah Jason Sokolov dan saya mengajukan permintaan untuk itu kemarin. Harap batal yang lainnya. terima kasih ! Shirley dari: Julie Pechersky / Enron @ Enronxgate pada 04/09/2001 12: 33 PM ke: Shirley Crenshaw / Hou / ect @ ect CC: Subjek: Re: Berbagai biaya data pasar ke grup penelitian untuk Februari 2001 HI Shirley, mengenai Shirley, tentang: Perihal kembali Telerate: Saya dapat membatalkan layanan untuk Maurenn dan Tanya, tetapi nama lain yang biasa digunakan untuk aplikasi Telerate adalah Bridge atau Bridgestation sehingga Anda mungkin ingin hanya meminta mereka berdua sekali lagi untuk memastikan bahwa mereka tidak menggunakannya. Beri tahu saya dan saya akan membatalkan penagihan Jason bisa mendapatkan akses ke sana dengan mengirimkan permintaan E - untuknya untuk Telerate. Saat Anda masuk ke E - permintaan dan itu mendorong Anda untuk aplikasi apa yang harus dipilih, ketik dalam data pasar Words dan tekan pencarian. Telerate akan muncul sebagai opsi dan di dalamnya memilih peran energi dasar. Kami akan mengurusnya dari sana. Saya juga akan menghapus Hector Campos dari Reuters. Apakah ada orang lain yang ditagih untuk layanan Reuters yang tidak diperlukan? Saya juga akan menghapus Clayton Vernon. Saya tidak melihat apa pun dengan nama Brad Amoine, apakah ini ejaan namanya yang benar? Saya juga akan mencari tahu di mana biaya Shalesh harus dipindahkan. Terima kasih telah memperbarui kami dan beri tahu saya jika ada hal lain. Julie - - - - - Pesan Asli - - - - - dari: Jackson, Clifford Sents: Rabu, 04 April 2001 1: 44 PM ke: Crenshaw, Shirley CC: Pechersky, Julie Subjek: Re: Berbagai biaya data pasar ke Kelompok Penelitian untuk Februari 2001 Hai Shirley. Saya telah menyalin ini ke Julie Pechersky, yang memelihara database data pasar, dan akan dapat membuat perubahan pengguna yang Anda minta. Dia juga bisa memberi tahu Anda bagaimana / kapan telerate dapat diaktifkan untuk MR. Sokolov. Kami mendapatkan data penagihan darinya, jadi begitu benar di sana, itu akan ditagih dengan benar. Cliff Jackson - - - - - Pesan Asli - - - - - - Dari: Crenshaw, Shirley Dikirim: Rabu, 04 April 2001 1: 31 PM ke: Jackson, Clifford CC: Kaminski, Vince Subjek: Berbagai Data Pasar Biaya untuk Penelitian Grup untuk Februari 2001 Clifford: Dalam meninjau ringkasan penagihan EIS Februari kami untuk CO # 0413, CC # 107043, saya punya beberapa pertanyaan. Telerate: (Februari Biaya: $ 3, 032, 35) Saya mensurvei kelompok itu dan hanya satu orang yang meminta telerate dan dia tidak ditunjukkan dikenakan biaya untuk itu. Itu adalah Jason Sokolov. Dia ingin memiliki akses untuk telerate. Jika Anda bisa memberi tahu saya cara mendapatkannya untuknya. Persentase terbesar dari tuduhan telerate tampaknya untuk Maureen Raymond, yang mengatakan bahwa dia tidak menggunakan telerate. Mungkinkah dia mengakses beberapa data yang tidak dia ketahui adalah Telerate? tolong beritahu saya . Jika ada akun individu untuk Telerate, satu -satunya yang kita butuhkan adalah untuk Jason Sokolov, kecuali jika tuduhan Maureen adalah untuk sesuatu yang dia tidak tahu adalah telerate. Tanya Tamarchenko tidak perlu telerate dan dia memiliki persentase tuduhan terbesar kedua. Ngomong -ngomong, satu -satunya langganan telerate yang kita butuhkan adalah untuk Jason Sokolov. Reuters: (Biaya Februari: $ 405. 96) Tidak seorang pun dalam penelitian menggunakan Reuters. Saya percaya sebagian besar dakwaan adalah untuk Hector Campos yang menggunakannya ketika dia berada di meja perdagangan. Ketika dia berputar ke dalam kelompok penelitian, dia tidak membutuhkannya lagi, tetapi masih ditagih untuk itu. Harap hapus dari pusat biaya penelitian. Orang -orang berikut tidak lagi dengan Enron atau tidak lagi dengan penelitian dan akun mereka harus dihapus dari pusat biaya penelitian. Clayton Vernon tidak lagi dengan kelompok penelitian menghapus muatan lim / lim / excel dan limnya dari pusat biaya penelitian Brad Amoine tidak lagi dengan Enron menghapus muatan lim / lim / excel dan lim dari pusat biaya penelitian Shalesh Ganjoo tidak lagi Dengan kelompok penelitian menghapus biaya lim dan limnya dari pusat biaya penelitian, saya harap ini tidak terlalu membingungkan! mohon saran . terima kasih ! Shirley Crenshaw"
ham,"Harga gas Vince - 1. Kita dapat mendeteksi ""penimbunan"" kapasitas pipa sebagai basis tinggi terhadap aliran masuk yang sebenarnya. 2. Kita dapat mendeteksi ""kekuatan pasar"" dengan memisahkan penjual dari pembeli, membedakan antara ""biaya"" fisik dalam gas untuk menjalankan generator dan biaya transmisi dalam dolar, i. e. dasarnya. 3. (Seperti yang Anda catat) Kami dapat mendeteksi ""penyimpanan"" sebagai perbedaan antara aliran masuk dan konsumsi. Tampaknya bagi saya ada dua rangkaian waktu yang diperlukan untuk model harga gas langsung: laju aliran pada interkoneksi (dari telemetri) dan harga spot -market. Ada peningkatan dasar yang mencerminkan perusahaan pipa yang memonopoli kapasitas, serta penimbunan kapasitas berdasarkan kontrak. Dinamika harga gas mencerminkan perubahan permintaan konsumsi karena perubahan harapan untuk cuaca, serta dampaknya pada dua perilaku yang sangat strategis: menimbun kapasitas pipa dan penyimpanan gas. Kita dapat ""mengkalibrasi"" elastisitas harga permintaan untuk konsumsi dan penyimpanan, dan elastisitas harga permintaan untuk transmisi, serta tingkat penimbunan, dari dua set angka yang disebutkan: aliran dan harga. Yang perlu dipahami oleh pedagang adalah insentif, dan disinsentif, untuk penyimpanan dan kapasitas - penimbunan, dalam hal harga yang dikalibrasi - elastisitas, dan masing -masing adalah - jika opsi panggilan eksotis di hub konsumsi. Akhirnya, aliran ""dijelaskan"" oleh model, dan dapat diperhitungkan dari harga jika perlu, menghasilkan model stokastik murni dari basis dalam hal cuaca. Saya percaya masalahnya cukup dapat ditelusuri, dan saya ingin melanjutkan dengan model. Clayton"
ham,"Entouch Newsletter Business Sorot perdagangan cuaca Meja cuaca menutup kerah presipitasi 3 tahun dengan pembayaran terkait dengan harga gas alam. Lindung nilai transaksi termasuk opsi Asia dari pasar gas, lantai curah hujan dari pasar cuaca, dan asuransi curah hujan dari pasar asuransi. Delapan perusahaan terlibat dalam transaksi termasuk perusahaan Enron berikut: EGM, ENA, Enron RE, dan RMT. Seiring dengan lindung nilai, hasil akhir dari transaksi adalah opsi panggilan curah hujan 3 - tahun yang murah dan opsi panggilan gas alam yang bergantung pada curah hujan untuk meja cuaca. Houston Pipe Line Company pada hari Kamis, 11 Januari, American Electric Power (NYSE: AEP) mengumumkan bahwa mereka telah melaksanakan perjanjian definitif di mana AEP Energy Services Gas Holding Co. , anak perusahaan yang sepenuhnya dimiliki AEP, akan memperoleh stok Houston Pipe Line Co. dari Enron Corp. Termasuk dalam perjanjian ini adalah semua aset pipa HPL, serta sewa operasi 30 tahun untuk fasilitas penyimpanan bammel, Houston Loop dan Texas City Loop. Dalam berita ""Enron, dengan kata lain, adalah perusahaan perdagangan terbesar, paling buruk, dan pengalamannya di planet ini, dan pengalamannya memungkiri gagasan bahwa inovasi tidak mungkin dalam organisasi besar."" - - Ecompany Now, Januari / Februari 2001. Brown Bag Tandai Kalender Makan Siang Anda Sekarang untuk Brown Bag mendatang yang menampilkan Gary Taylor, Manajer dalam Perdagangan Cuaca. Dia akan menyajikan tinjauan umum tentang pasar manajemen risiko cuaca. Ini, Kamis berikutnya, 18 Januari, 11: 30 - 12: 30 malam, dalam 5 C 2. RSVP hari ini ke ext. 5 - 7352. Nuggets & Notes ""Apa yang saya lewatkan ?!"" - Mike Bradley, Wakil Presiden / Perdagangan Ekuitas - EGM ""Lakukan Sesuatu!"" - David Vitrella, Manajer / Perdagangan Ekuitas - EGM ""Kami mungkin tidak melakukan perdagangan paling enrononline, tetapi kami melakukannya ""Larry Gagliardi, Direktur / Produk Minyak terbesar - EGM & kami telah menyelesaikan transisi yang efisien dan sukses dari outsourcing energi ke baja. Tentu saja, seperti yang biasa dikatakan ayah saya, + Bicara Murah, membutuhkan uang untuk membeli wiski. , pada tahun 2001, kami akan membiarkan kinerja P&L kami melakukan sebagian besar pembicaraan. 8 - Tim Battaglia, Wakil Presiden / Originasi Baja - EIM Selamat kepada William Stuart, manajer dalam perdagangan mata uang dan Charla Stuart, manajer hubungan masyarakat. Mereka adalah orang tua yang bangga dari Aaron Myles Stuart, yang lahir 9 Januari dan beratnya 7. 11 lbs. Sean Keenan, rekan di EIM, dan istri, Katherine, adalah orang tua yang bangga dari William Patrick, yang lahir 1 Januari dan beratnya 6. 4 lbs. Carlos Ruiz, rekan di EIM, dan istri, Maria, bersemangat untuk mengumumkan kedatangan bayi laki -laki baru mereka. Cristobal Ruiz lahir pada 8 Januari dan beratnya 7 lbs. welcome  new hires  ena - thomas barkley , rakesh bharati , delmar davis , andrew edison , brendan  fitzsimmons , patricia goode , michelle huber , ken lewchuk , wykena lipscomb ,  albert meyers , stacie mouton , victor munoz , wichai narongwanich , christopher  ordway , brent johnston , Michael Law, Michelle Wells, Peter Piorecki, EIM) Jill Lafave Hal -Hal Hukum Informasi yang terkandung dalam buletin ini bersifat rahasia dan berpemilik untuk Enron Corp. dan anak perusahaannya. Ini dimaksudkan untuk penggunaan internal saja dan tidak boleh diungkapkan."
ham,"1 kandidat dan 2 magang hi vince dan molly. Di sini terlampir adalah salah satu kandidat yang sangat tertarik untuk mengirim profilnya ke Vince. . . Dia akan bepergian ke NY dari Inggris segera selama 2 minggu. Dia secara khusus meminta mitra saya di Robertwalters di Inggris untuk menyelidiki Enron melalui hubungan baru saya dengan kalian. Dia akan menjadi Howard Haughton, terpasang di bawah (CV). 2 resume lainnya adalah murid saya di University of Michigan. Howard Lin menerima 4. 0 /4. 0 untuk masa jabatan terakhirnya dan akan bersedia melakukan apa pun untuk magang di Enron untuk Juni - Agustus. Saya memiliki fotonya juga. Yang kedua dinyanyikan, mereka adalah teman. Howy akan dilakukan pada Mei 2001 dan dinyanyikan pada Mei 2002. Mereka adalah pekerja magang favorit saya dan saya berharap mereka dapat dibudidayakan ke budaya Enron tanpa biaya nyata bagi Anda (""tes dorongan sebelum komitmen. Saya telah setuju untuk mewakili mereka dan akan mengambil kepemilikan, karena mereka menjadi kandidat lulusan setelah menyelesaikan gelar mereka Saya berharap lampiran ini dapat mewakili nilai dan komitmen saya terhadap kualitas bakat untuk Enron. Terima kasih atas penerimaan Anda. Salam hangat untuk akhir pekan. Jeff * Dapatkan email online yang aman di http: / / www. Ziplip. Com / * - 00343938 Alec. Doc - Sungvince. Doc - Howardagent 9498132241. Doc - Howardlin. GIF"
ham,"Re: ECI ID untuk Stinson Steve - Bisakah Anda meningkatkan per percakapan kami, terima kasih Paula - - - - - - - - - - - - - - - - - - - - - - diteruskan oleh Paula Corey / Enron Communications pada 01 / 21 /2000 08: 35 AM - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Stinson Gibner @ ect 01/21 / 2000 08: 09 AM ke: Timothy Morita - McVey / Enron Communications @ Enron Communications @ Enron CC: Paula Corey / Enron Communications @ Enron Communications, Jean Mrha / Enron Communications @ Enron Communications Subjek: Re: ECI ID untuk Stinson Timothy: Saya masih punya masalah. Ketika saya berada di jaringan ECI saya tidak dapat menerima email, dan, lebih buruk lagi, saya bahkan tidak dapat mengirim email. Ini bukan situasi yang bisa diterima. Saya perlu memiliki akun email yang berfungsi penuh di sisi ECI serta sisi ENA. Jangan memberi tahu saya bahwa itu bertentangan dengan kebijakan karena saya tahu bahwa Ravi Thuraisingham telah didirikan dengan cara ini selama berbulan -bulan. Saya tidak peduli jika surat dari satu jaringan diteruskan ke yang lain karena saya akan memiliki akses di Houston ke keduanya, tetapi saya sudah dapat melihat bahwa saya perlu memiliki akun fungsional di kedua sisi, atau itu akan menjadi duri terus -menerus di saya sisi saat bepergian ke Portland, dll. . . Sekali lagi terima kasih atas bantuan Anda untuk mengatur ini dengan benar, - - Stinson Gibner x 34748 dari: Timothy Morita - McVey @ Enron Communications pada 01/19/2000 10: 20 pagi PST ke: Stinson Gibner / Hou / ect @ ect @ enron CC: Subjek: Re: ECI ID Terima kasih Stinson, itu seharusnya memberi saya apa yang saya butuhkan. Saya mengerti bahwa Anda akan memiliki dua catatan ID dengan surat ECI yang diteruskan ke alamat ""Stinson Gibner / Hou / ect @ ect @ enron"" Anda. Saya harus dapat menyelesaikan ini hari ini (hari ini) terima kasih, Timothy Morita - Administrator Catatan Lotus McVey Enron Communications, Inc. 503. 886. 0390 Timothy _ Morita - McVey @ Enron. Net Stinson Gibner @ ECT 01/19 / 00 09: 07 AM ke: Timothy Morita - McVey / Enron Communications @ Enron Communications CC: Subjek: ECI ID Saya harus menuliskan nomor telepon Anda secara tidak benar, itu tidak berfungsi. Mengenai ID pengguna saya di jaringan ECI, saya akan diatur dengan cara yang sama seperti Ravi Thuraisingham dengan ID di ENA dan ECI Networks. Saya di Corp. Kelompok Penelitian Tetapi saya menghabiskan sekitar 80 % dari waktu saya untuk mendukung ECI di bidang perdagangan dan asal. Jangan ragu untuk menghubungi saya jika Anda memerlukan info lebih lanjut. - - Stinson Houston x 34748"
ham,"Re: Wawancara telepon dengan kelompok riset FYI: Praveen akan tersedia pada hari Kamis, 4 Mei pukul 10: 00 waktu Houston. Hubungi dia di 301 /422 - 0889. terima kasih ! - - - - - - - - - - - - - - - - ' - - - - - - - - - - - - - - - - ' Crenshaw @ Enron. Com CC: Subjek: Re: Wawancara telepon dengan kelompok penelitian Dear MS. Crenshaw, pewawancara dapat menghubungi saya di (301) 422 0889. Harap beri tahu mereka sesuai. Terima kasih telah menyiapkan wawancara. Salam, Praveen Mellacheruvu. Pada Thu, 27 Apr 2000 Shirley. Crenshaw @ Enron. com menulis: >> praveen: >> Saya telah menjadwalkan panggilan konferensi untuk Kamis, 4 Mei pukul 11: 00 (EST)> 10: 00 (Tengah). Akan lebih baik jika mereka bisa menelepon Anda. Tolong le saya> tahu> nomor berapa Anda dapat dihubungi. >> Jika ini tidak semuanya, tolong beri tahu saya. >> Terima kasih dan semoga harimu menyenangkan! >> Shirley Crenshaw >>"
ham,"Dikoreksi: Pembaruan baru pada model PPI untuk buku inflasi sayang semua, saya menindaklanjuti saran pada panggilan konferensi sebagai berikut: - 1) Sayangnya Gunakan lebih sedikit, menendang hanya tahun 1990 membuat persamaan keseluruhan jauh lebih tidak kuat, pada kenyataannya secara dramatis Jadi, dan dengan demikian menghilangkan kemungkinan menggunakan lebih sedikit data. Model yang diuji adalah RPI (Bulan + 15) PPI Pre -empts gerakan dalam RPI sekitar 8 bulan. Besarnya osilasi juga berkurang. Ini menunjukkan bahwa jika kami memiliki lebih banyak detail dalam kurva maju RPI kami, maka model PPI akan mencerminkan puncak dan punuk itu secara memadai. Karena itu, kesimpulan saya mengusulkan agar kami menggunakan model yang menggabungkan RPI, RPI [T + 15] dan penyimpangan minyak mentah Brent dari rata -rata jangka panjang. Model baru diplot di bawah dalam Burgundy dan dapat dibandingkan dengan PPI lama yang digambarkan dengan warna biru. Model baru mencapai dua tujuan utama dari kurva PPI: ini secara signifikan lebih kuat dan stabil daripada yang ada, dan itu jauh lebih sensitif terhadap koefisien input, yang mengakibatkan kita memiliki kepercayaan yang lebih besar pada p bulanan kita, itu ditemukan, itu ditemukan, itu ditemukan, itu ditemukan, itu ditemukan, itu ditemukan, itu ditemukan. Penyimpangan minyak mentah Brent yang bertanggal dari rata -rata jangka panjang $ 18. 80 adalah bentuk terbaik dari variabel untuk digunakan (untuk prediksi kurva maju Brent yang diproduksi oleh kelompok produk global digunakan). Tiga persamaan baru yang dikembangkan adalah: - PLLU (t) = a. RPI (T) + b. RPI (t + n) + c. (DatedBrentCrude - 18. 8) + konstan, di mana n adalah 14, 15 atau 16 [kurva kemerahan] r - kuadrat sekitar 0. 49 F - Stat kira -kira 32 Bagan di bawah ini menunjukkan apa yang akan diberikan kurva PLLU yang diproyeksikan kami, dan juga tiga hubungan terbaik dari sebelumnya yang didasarkan pada RPI saat ini dan di masa depan: PLLU (t) = a. RPI (T) + b. RPI (T + N) + konstanta, di mana n adalah 14, 15 atau 16 [kurva kehijauan] r - kuadrat sekitar 0. 47 F - Stat kira -kira 45 Perbandingan model seperti yang Anda lihat, kedua persamaannya berbeda dalam jangka waktu yang sangat pendek dan sangat panjang; Dimasukkannya penyimpangan minyak mentah Brent menyebabkan prediksi jangka pendek 3. 0 % hingga 3. 2 % selama enam bulan ke depan. Kurva kehijauan memprediksi PLLU dalam kisaran 2. 5 % hingga 2. 8 % selama enam bulan ke depan. Kurva kemudian sangat mirip sampai 2009, ketika model termasuk pecah mentah - pergi ke sisi atas, relatif terhadap kurva RPI yang jatuh. Model ini didasarkan murni pada pelukan RPI kurva RPI jauh lebih dekat dalam jangka panjang. Ini hanya penting sejauh kita memiliki posisi besar di luar tahun 2009 (yang kita tidak). Saran apa yang bisa bermanfaat sekarang adalah model yang berbeda - yang dirancang untuk meramalkan hanya 3 bulan ke depan, menggunakan istilah kesalahan regresif atau regresif atau regresif. Model ini akan jauh lebih akurat dalam waktu dekat, dan kami dapat memasukkan informasi ini ke bagian depan model jangka panjang ini. Ini mungkin berguna, terlepas dari kenyataan bahwa sebagian besar paparan kami adalah di masa depan ember. Kembali - Menguji semua model memberikan kinerja visual dan statistik yang serupa di atas sampel data yang digunakan (terutama berdasarkan ekonomi ""Paradigma Baru"" tahun 1990). Semoga kita bisa membahas hal -hal ini dan poin -poin lainnya nanti dalam konferensi tele; Ide -ide Anda tentang ini akan dihargai. Salam, Anjam X 35383"
